energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
19.55,0.05,0.583,0.011,,G,0.00000000107,205.3098,185.7143,[M1],,,114.7,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
31.6,0.05,0.046,0.017,,G,,236.893,205.3098,[M1],,,110.7,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
34.7,0.1,0.037,,,G,,275.423,240.879,[M1],,,83.9,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
41.1,,,,,G,,277.60,236.893,[M1],,,51.0,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
42.02,0.1,0.069,0.007,,G,92052,41.9509,0.0,M1+E2,0.95,10,3.7E2,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
51.21,0.05,0.034,0.007,,G,0.00000000107,236.893,185.7143,[E2],,,274,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
54.1,0.1,0.0011,,,G,0.000000000074,275.423,221.392,[E2],,,210,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
54.25,0.05,0.016,0.005,,G,,96.126,41.9509,M1+E2,0.9,3,1.00E+2,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
64.45,0.05,0.0017,0.0014,,G,,452.189,387.824,[M1+E2],,,52,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
72.7,0.2,0.309,0.034,,G,,277.60,205.3098,[E2],,,50.8,,92,143,U,,0,,7/2-,7.04E+8,,1,Y,2.221607588611277e16,31556925974592,A,100,,4678.1,7,90,141,Th,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-03-22
